"name","age","hometown","occupation","eliminated","season","lon","lat","region","region.1","region.2","region.3","region.4","region.5","region.6","region.7","manager","teacher","nurse","student","sales","attorney","model","real_estate","owner","bachelor","winner","lon_bach","lat_bach","age_bach","distance","age_diff","win","p","finish","top4"
"Jackie Topelli",23,"Minneapolis, MN","executive coordinator","Week 1",10,-93.2650108,44.977753,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Andrew Baldwin","Tessa Horst",-76.3055144,40.0378755,30.1519507186858,927.627580031904,-7.15195071868583,0,1,20,0
"Jeanette Alvarez",27,"Tampa, FL","health care manager","Week 1",10,-82.4571776,27.950575,"4",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"Andrew Baldwin","Tessa Horst",-76.3055144,40.0378755,30.1519507186858,906.849847417531,-3.15195071868583,0,1,21,0
"Jessica Devallo",32,"New York, NY","hedge fund analyst","Week 1",10,-74.0059413,40.7127837,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Andrew Baldwin","Tessa Horst",-76.3055144,40.0378755,30.1519507186858,129.85369350074,1.84804928131417,0,1,22,0
"Linda Malek",33,"Cuyahoga Falls, OH","attorney","Week 1",10,-81.4845585,41.1339449,"3",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Andrew Baldwin","Tessa Horst",-76.3055144,40.0378755,30.1519507186858,282.374001998343,2.84804928131417,0,1,23,0
"Lindsay Smith",22,"Lawrence, KS","student","Week 1",10,-95.2352501,38.9716689,"5",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"Andrew Baldwin","Tessa Horst",-76.3055144,40.0378755,30.1519507186858,1011.06409986018,-8.15195071868583,0,1,24,0
"Tiffany Forester",27,"St. Louis Park, MN","real estate sales/development","Week 1",10,-93.3702186,44.9597376,"3",0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,"Andrew Baldwin","Tessa Horst",-76.3055144,40.0378755,30.1519507186858,932.254272072793,-3.15195071868583,0,1,25,0
"Deanna Pappas",25,"Newnan, Georgia","realtor","Week 8",11,-84.7996573,33.3806716,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brad Womack","None",-84.3879824,33.7489954,34.8692676249144,34.8152071381692,-9.86926762491444,0,1,1,1
"Jenni Croft",27,"Wichita, Kansas","phoenix suns cheerleader","Week 8",11,-97.330053,37.6871761,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Brad Womack","None",-84.3879824,33.7489954,34.8692676249144,775.358303092392,-7.86926762491444,0,1,2,1
"Bettina Bell",27,"Washington, D.C.","realtor","Week 7",11,-77.0368707,38.9071923,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brad Womack","None",-84.3879824,33.7489954,34.8692676249144,542.901139642517,-7.86926762491444,0,1,3,1
"Sheena Stewart",23,"Walnut Creek, California","internet marketing executive","Week 6",11,-122.0651819,37.9100783,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Brad Womack","None",-84.3879824,33.7489954,34.8692676249144,2118.02575566934,-11.8692676249144,0,1,4,1
"Hillary Reisinger",27,"Philadelphia, Pennsylvania","registered nurse","Week 5",11,-75.1652215,39.9525839,"1",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Brad Womack","None",-84.3879824,33.7489954,34.8692676249144,666.214312069276,-7.86926762491444,0,1,5,0
"Kristy Katzmann",29,"Gurnee, Illinois","acupuncturist","Week 5",11,-87.9020186,42.3702996,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brad Womack","None",-84.3879824,33.7489954,34.8692676249144,626.141200215297,-5.86926762491444,0,1,6,0
"Estefania ""Stephy"" Kootz",26,"Atlanta, Georgia","executive assistant","Week 4",11,-84.3879824,33.7489954,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brad Womack","None",-84.3879824,33.7489954,34.8692676249144,0,-8.86926762491444,0,1,7,0
"Jade Beazley",24,"Nashville, Tennessee","boutique sales worker","Week 4",11,-86.7816016,36.1626638,"3",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Brad Womack","None",-84.3879824,33.7489954,34.8692676249144,215.129837250817,-10.8692676249144,0,1,8,0
"McCarten Delaney",26,"Lemon Grove, California","account manager","Week 4",11,-117.0314172,32.7425516,"2",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Brad Womack","None",-84.3879824,33.7489954,34.8692676249144,1881.79296649495,-8.86926762491444,0,1,9,0
"Lindsey Hawkins",25,"Livonia, Michigan","model","Week 3",11,-83.3527097,42.36837,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"Brad Womack","None",-84.3879824,33.7489954,34.8692676249144,598.855893968685,-9.86926762491444,0,1,10,0
"Sarah Newlon",23,"O'Fallon, Illinois","bar manager","Week 3",11,-89.910991,38.592323,"3",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"Brad Womack","None",-84.3879824,33.7489954,34.8692676249144,455.163487482558,-11.8692676249144,0,1,11,0
"Solisa Shoop",25,"Georgetown, Texas","esthetician","Week 3",11,-97.6779842,30.6332618,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Brad Womack","None",-84.3879824,33.7489954,34.8692676249144,806.58461455503,-9.86926762491444,0,1,12,0
"Michele Leavy",30,"South Brunswick, New Jersey","realtor","Week 2",11,-74.5316938,40.3806901,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brad Womack","None",-84.3879824,33.7489954,34.8692676249144,710.787847136143,-4.86926762491444,0,1,13,0
"Mallory Simons",24,"Honolulu, Hawaii","nanny","Week 2",11,-157.8583333,21.3069444,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Brad Womack","None",-84.3879824,33.7489954,34.8692676249144,4497.65505104568,-10.8692676249144,0,1,14,0
"Erin Gardner",25,"Tampa, Florida","publishing sales executive","Week 2",11,-82.4571776,27.950575,"4",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"Brad Womack","None",-84.3879824,33.7489954,34.8692676249144,417.120988203075,-9.86926762491444,0,1,15,0
"Jessica Kiss",27,"Lady Lake, Florida","news anchor","Week 1",11,-81.9228604,28.9174855,"4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Brad Womack","None",-84.3879824,33.7489954,34.8692676249144,364.520201770211,-7.86926762491444,0,1,16,0
"Juli Gilliam",24,"Chicago, Illinois","law student","Week 1",11,-87.6297982,41.8781136,"3",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Brad Womack","None",-84.3879824,33.7489954,34.8692676249144,589.415792311327,-10.8692676249144,0,1,17,0
"Kim Orville",31,"Woodbridge, Connecticut","realtor","Week 1",11,-73.0084385,41.352597,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brad Womack","None",-84.3879824,33.7489954,34.8692676249144,814.859488987704,-3.86926762491444,0,1,18,0
"Lori Langley",33,"Annapolis, Maryland","biology teacher","Week 1",11,-76.4921829,38.9784453,"1",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Brad Womack","None",-84.3879824,33.7489954,34.8692676249144,569.046415628545,-1.86926762491444,0,1,19,0
"Melissa Buschel",28,"Westchester, New York","event planner","Week 1",11,-73.7948516,41.1220194,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brad Womack","None",-84.3879824,33.7489954,34.8692676249144,772.636342576104,-6.86926762491444,0,1,20,0
"Morgan Becker",24,"Tempe, Arizona","graduate student","Week 1",11,-111.9400054,33.4255104,"2",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Brad Womack","None",-84.3879824,33.7489954,34.8692676249144,1583.01437116644,-10.8692676249144,0,1,21,0
"Natalie Velasco",25,"Duncanville, Texas","law student","Week 1",11,-96.9083366,32.6518004,"5",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"Brad Womack","None",-84.3879824,33.7489954,34.8692676249144,728.178315547323,-9.86926762491444,0,1,22,0
"Regina Doringa",31,"San Diego, California","account representative","Week 1",11,-117.1610838,32.715738,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brad Womack","None",-84.3879824,33.7489954,34.8692676249144,1889.5547847614,-3.86926762491444,0,1,23,0
"Tauni Nessler",31,"St. Louis Park, Minnesota","emergency room nurse","Week 1",11,-93.3702186,44.9597376,"3",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"Brad Womack","None",-84.3879824,33.7489954,34.8692676249144,910.889623297506,-3.86926762491444,0,1,24,0
"Susan Stein",35,"St. Charles, Illinois","project analyst","Week 1",11,-88.3086867,41.9141945,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brad Womack","None",-84.3879824,33.7489954,34.8692676249144,603.8607113041,0.130732375085557,0,1,25,0
"Melissa Rycroft",25,"Dallas, Texas","sales representative","Winner",13,-96.7969879,32.7766642,"5",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"Jason Mesnick","Melissa Rycroft",-81.6943605,41.49932,32.5037645448323,1025.8906284165,-7.50376454483231,1,1,1,1
"Molly Malaney",24,"Brookfield, Wisconsin","department store buyer","Runner-up",13,-88.1064787,43.0605671,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jason Mesnick","Melissa Rycroft",-81.6943605,41.49932,32.5037645448323,345.360323177504,-8.50376454483231,0,1,2,1
"Jillian Harris",29,"Peace River, Alberta","interior designer","Week 7",13,-117.2893839,56.2341823,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Jason Mesnick","Melissa Rycroft",-81.6943605,41.49932,32.5037645448323,1882.17143295977,-3.50376454483231,0,1,3,1
"Naomi Rose Crespo",24,"Carlsbad, California","flight attendant","Week 6",13,-117.3505939,33.1580933,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jason Mesnick","Melissa Rycroft",-81.6943605,41.49932,32.5037645448323,2028.26959854216,-8.50376454483231,0,1,4,1
"Stephanie Hogan",34,"Huntsville, Alabama","single mother & medical marketing rep.","Week 5",13,-86.5861037,34.7303688,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jason Mesnick","Melissa Rycroft",-81.6943605,41.49932,32.5037645448323,538.373114473057,1.49623545516769,0,1,5,0
"Lauren Wanger",27,"Marlboro, New Jersey","teacher","Week 4",13,-74.2687291,40.3380949,"1",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Jason Mesnick","Melissa Rycroft",-81.6943605,41.49932,32.5037645448323,396.213874666213,-5.50376454483231,0,1,6,0
"Megan Parris",25,"Sewickley, Pennsylvania","single mother and lacrosse coach","Week 4",13,-80.1844243,40.5364846,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jason Mesnick","Melissa Rycroft",-81.6943605,41.49932,32.5037645448323,103.17411075454,-7.50376454483231,0,1,7,0
"Shannon Bair",29,"Marshall, Missouri","dental hygienist","Week 4",13,-93.1968704,39.1230777,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Jason Mesnick","Melissa Rycroft",-81.6943605,41.49932,32.5037645448323,628.03343933476,-3.50376454483231,0,1,8,0
"Nicole ""Nikki"" Kaapke",29,"Blue Island, Illinois","administrative assistant","Week 4",13,-87.6800486,41.6572562,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jason Mesnick","Melissa Rycroft",-81.6943605,41.49932,32.5037645448323,309.849289811203,-3.50376454483231,0,1,9,0
"Erica DeSimone",25,"Monroe, Connecticut","account executive","Week 3",13,-73.2073358,41.3325962,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jason Mesnick","Melissa Rycroft",-81.6943605,41.49932,32.5037645448323,440.222624442356,-7.50376454483231,0,1,10,0
"Kari Fajen",27,"Lee's Summit, Missouri","account executive","Week 3",13,-94.3821724,38.9108408,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Jason Mesnick","Melissa Rycroft",-81.6943605,41.49932,32.5037645448323,693.053884560797,-5.50376454483231,0,1,11,0
"Natalie Getz",27,"Morton, Illinois","human resources recruiter","Week 3",13,-89.4592609,40.6128161,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jason Mesnick","Melissa Rycroft",-81.6943605,41.49932,32.5037645448323,409.483689959872,-5.50376454483231,0,1,12,0
"Raquel Medeiros",27,"Recife, Pernambuco, Brazil","medical student","Week 2",13,-34.8769643,-8.0475622,"4",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"Jason Mesnick","Melissa Rycroft",-81.6943605,41.49932,32.5037645448323,4530.55363346362,-5.50376454483231,0,1,13,0
"Sharon Staebell",32,"Batavia, New York","teacher","Week 2",13,-78.1875167,42.9981156,"1",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Jason Mesnick","Melissa Rycroft",-81.6943605,41.49932,32.5037645448323,207.313217481319,-0.503764544832308,0,1,14,0
"Lisa Gonzalez",28,"Boise, Idaho","public relations associate","Week 2",13,-116.2146068,43.6187102,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Jason Mesnick","Melissa Rycroft",-81.6943605,41.49932,32.5037645448323,1752.20770566832,-4.50376454483231,0,1,15,0
"Ann Lueders",24,"Phoenix, Arizona","flight attendant","Week 1",13,-112.0740373,33.4483771,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jason Mesnick","Melissa Rycroft",-81.6943605,41.49932,32.5037645448323,1747.65510811602,-8.50376454483231,0,1,16,0
"Dominique Carta",26,"Mt. Carmel, Pennsylvania","medical sales rep.","Week 1",13,-76.4118961,40.7970312,"1",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Jason Mesnick","Melissa Rycroft",-81.6943605,41.49932,32.5037645448323,279.352837198165,-6.50376454483231,0,1,17,0
"Emily",23,"Seattle, Washington","casino marketing rep.","Week 1",13,-122.3320708,47.6062095,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Jason Mesnick","Melissa Rycroft",-81.6943605,41.49932,32.5037645448323,2022.82287928832,-9.50376454483231,0,1,18,0
"Jackie Hickey",26,"Springfield, Massachusetts","wedding coordinator","Week 1",13,-72.589811,42.1014831,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jason Mesnick","Melissa Rycroft",-81.6943605,41.49932,32.5037645448323,471.093272341794,-6.50376454483231,0,1,19,0
"Julie Dermotta",26,"Columbus, Ohio","teacher","Week 1",13,-82.9987942,39.9611755,"3",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"Jason Mesnick","Melissa Rycroft",-81.6943605,41.49932,32.5037645448323,126.46716566754,-6.50376454483231,0,1,20,0
"Nicole Mah",25,"Calgary, Alberta","menswear buyer","Week 1",13,-114.0708459,51.0486151,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Jason Mesnick","Melissa Rycroft",-81.6943605,41.49932,32.5037645448323,1665.89914817101,-7.50376454483231,0,1,21,0
"Renee Simlak",36,"Southfield, Michigan","jewelry designer","Week 1",13,-83.2218731,42.4733688,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jason Mesnick","Melissa Rycroft",-81.6943605,41.49932,32.5037645448323,103.474174619337,3.49623545516769,0,1,22,0
"Shelby",23,"Stockton, California","account executive","Week 1",13,-121.2907796,37.9577016,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Jason Mesnick","Melissa Rycroft",-81.6943605,41.49932,32.5037645448323,2102.16186744136,-9.50376454483231,0,1,23,0
"Stacia Mann",24,"Orem, Utah","single mother & charity accountant","Week 1",13,-111.6946475,40.2968979,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jason Mesnick","Melissa Rycroft",-81.6943605,41.49932,32.5037645448323,1562.88168811405,-8.50376454483231,0,1,24,0
"Treasure Morgan",28,"Salt Lake City, Utah","single mother and nurse practitioner","Week 1",13,-111.8910474,40.7607793,"2",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Jason Mesnick","Melissa Rycroft",-81.6943605,41.49932,32.5037645448323,1566.07770528083,-4.50376454483231,0,1,25,0
"Vienna Girardi",23,"Geneva, Florida","marketing representative","Winner",14,-81.1150616,28.7397163,"4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Jake Pavelka","Vienna Girardi",-96.7969879,32.7766642,31.937029431896,971.959224918452,-8.93702943189596,1,1,1,1
"Tenley Molzahn",25,"Newberg, Oregon","college admissions","Runner-up",14,-122.9731565,45.3001178,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Jake Pavelka","Vienna Girardi",-96.7969879,32.7766642,31.937029431896,1640.41992192096,-6.93702943189596,0,1,2,1
"Gia Allemand",26,"New York City, New York","swimsuit model","Week 7",14,-74.0059413,40.7127837,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Jake Pavelka","Vienna Girardi",-96.7969879,32.7766642,31.937029431896,1372.11739392681,-5.93702943189596,0,1,3,1
"Ali Fedotowsky",25,"Williamstown, Massachusetts","advertising account manager","Week 6",14,-73.2036898,42.7120196,"1",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Jake Pavelka","Vienna Girardi",-96.7969879,32.7766642,31.937029431896,1455.00311949156,-6.93702943189596,0,1,4,1
"Corrie Adamson",23,"Kissimmee, Florida","wardrobe consultant","Week 5",14,-81.407571,28.2919557,"4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Jake Pavelka","Vienna Girardi",-96.7969879,32.7766642,31.937029431896,966.804726564684,-8.93702943189596,0,1,5,0
"Ashleigh Hunt",25,"North Potomac, Maryland","account manager","Week 4",14,-77.2347674,39.097769,"1",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Jake Pavelka","Vienna Girardi",-96.7969879,32.7766642,31.937029431896,1176.55863313972,-6.93702943189596,0,1,6,0
"Jessie Sulidis",25,"Oakville, Ontario","cosmetic sales manager","Week 4",14,-79.6876659,43.467517,"1",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"Jake Pavelka","Vienna Girardi",-96.7969879,32.7766642,31.937029431896,1184.91627008691,-6.93702943189596,0,1,7,0
"Kathryn Sherlock",25,"Lexington, Kentucky","corporate flight attendant","Week 4",14,-84.5037164,38.0405837,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jake Pavelka","Vienna Girardi",-96.7969879,32.7766642,31.937029431896,781.943510591928,-6.93702943189596,0,1,8,0
"Ella Nolan",30,"La Follette, Tennessee","hair stylist","Week 4",14,-84.1199472,36.3828852,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jake Pavelka","Vienna Girardi",-96.7969879,32.7766642,31.937029431896,763.12407483433,-1.93702943189596,0,1,9,0
"Elizabeth Kitt (NE)",29,"Imperial, Nebraska","nanny","Week 3",14,-101.6432253,40.5169402,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Jake Pavelka","Vienna Girardi",-96.7969879,32.7766642,31.937029431896,598.902391147386,-2.93702943189596,0,1,10,0
"Valishia Savage",32,"San Bernardino, California","homemaker","Week 3",14,-117.2897652,34.1083449,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jake Pavelka","Vienna Girardi",-96.7969879,32.7766642,31.937029431896,1184.41543131015,0.0629705681040384,0,1,11,0
"Michelle Kujawa",26,"Anaheim, California","office manager","Week 3",14,-117.9145036,33.8352932,"2",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Jake Pavelka","Vienna Girardi",-96.7969879,32.7766642,31.937029431896,1220.85045465307,-5.93702943189596,0,1,12,0
"Ashley Elmore",29,"Pittsburgh, Pennsylvania","teacher","Week 2",14,-79.9958864,40.4406248,"1",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Jake Pavelka","Vienna Girardi",-96.7969879,32.7766642,31.937029431896,1070.34106625609,-2.93702943189596,0,1,13,0
"Christina McCasland",25,"San Diego, California","restaurant manager","Week 2",14,-117.1610838,32.715738,"2",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Jake Pavelka","Vienna Girardi",-96.7969879,32.7766642,31.937029431896,1182.90764661355,-6.93702943189596,0,1,14,0
"Rozlyn Papa",28,"Richmond, Virginia","model/make-up artist","Week 2",14,-77.4360481,37.5407246,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Jake Pavelka","Vienna Girardi",-96.7969879,32.7766642,31.937029431896,1140.98389192296,-3.93702943189596,0,1,15,0
"Alexa (Lex) McAllister",25,"Galloway, Ohio","entrepreneur","Week 1",14,-83.162972,39.913345,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jake Pavelka","Vienna Girardi",-96.7969879,32.7766642,31.937029431896,904.314343109161,-6.93702943189596,0,1,16,0
"Caitlyn McCabe",24,"Winfield, Illinois","spokesmodel","Week 1",14,-88.1609031,41.8616956,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"Jake Pavelka","Vienna Girardi",-96.7969879,32.7766642,31.937029431896,786.856920475945,-7.93702943189596,0,1,17,0
"Channy Choch",29,"Santa Rosa, California","mortgage loan officer","Week 1",14,-122.7140548,38.440429,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Jake Pavelka","Vienna Girardi",-96.7969879,32.7766642,31.937029431896,1503.64730492595,-2.93702943189596,0,1,18,0
"Elizabeth Kreft (D.C.)",29,"Union, Kentucky","captain, air national guard","Week 1",14,-84.680501,38.9458951,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jake Pavelka","Vienna Girardi",-96.7969879,32.7766642,31.937029431896,801.075505391105,-2.93702943189596,0,1,19,0
"Emily Harkins",23,"West Chester, Ohio","fitness model","Week 1",14,-84.4172666,39.3321262,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"Jake Pavelka","Vienna Girardi",-96.7969879,32.7766642,31.937029431896,826.368832752275,-8.93702943189596,0,1,20,0
"Kimberly Sullivan",24,"Norman, Oklahoma","nba dancer","Week 1",14,-97.4394777,35.2225668,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Jake Pavelka","Vienna Girardi",-96.7969879,32.7766642,31.937029431896,173.149184135669,-7.93702943189596,0,1,21,0
"Kirsten Pittman",25,"Aurora, Colorado","waitress","Week 1",14,-104.8319195,39.7294319,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Jake Pavelka","Vienna Girardi",-96.7969879,32.7766642,31.937029431896,656.81659430456,-6.93702943189596,0,1,22,0
"Sheila Marie Lidner",25,"Scottsdale, Arizona","commercial pilot","Week 1",14,-111.9260519,33.4941704,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jake Pavelka","Vienna Girardi",-96.7969879,32.7766642,31.937029431896,876.939875063589,-6.93702943189596,0,1,23,0
"Stephanie Mueller",24,"Morris, Illinois","dance teacher","Week 1",14,-88.4211785,41.357254,"3",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"Jake Pavelka","Vienna Girardi",-96.7969879,32.7766642,31.937029431896,751.508225589932,-7.93702943189596,0,1,24,0
"Tiana Kruzel",31,"Calgary, Alberta","medical technician","Week 1",14,-114.0708459,51.0486151,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Jake Pavelka","Vienna Girardi",-96.7969879,32.7766642,31.937029431896,1536.97704569521,-0.937029431895962,0,1,25,0
"Emily Maynard",25,"Morgantown, West Virginia","children's hospital event planner","Winner",15,-79.9558968,39.629526,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brad Womack","Emily Maynard",-84.3879824,33.7489954,38.1464750171116,475.11887104071,-13.1464750171116,1,1,1,1
"Chantal O'Brien",28,"Mercer Island, Washington","executive assistant","Runner-up",15,-122.2220673,47.5706548,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Brad Womack","Emily Maynard",-84.3879824,33.7489954,38.1464750171116,2175.24118842561,-10.1464750171116,0,1,2,1
"Ashley Hebert",26,"Madawaska, Maine","dental student","Week 9",15,-68.3217027,47.3553154,"1",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Brad Womack","Emily Maynard",-84.3879824,33.7489954,38.1464750171116,1259.38849128502,-12.1464750171116,0,1,3,1
"Shawntel Newton",25,"Chico, California","funeral director","Week 8",15,-121.8374777,39.7284944,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Brad Womack","Emily Maynard",-84.3879824,33.7489954,38.1464750171116,2100.89123935758,-13.1464750171116,0,1,4,1
"Michelle Money",30,"Salt Lake City, Utah","hair stylist","Week 7",15,-111.8910474,40.7607793,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brad Womack","Emily Maynard",-84.3879824,33.7489954,38.1464750171116,1582.38512882824,-8.14647501711157,0,1,5,0
"Britt Billmaier",25,"Woodinville, Washington","food writer","Week 7",15,-122.1634582,47.7542651,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Brad Womack","Emily Maynard",-84.3879824,33.7489954,38.1464750171116,2175.28691449598,-13.1464750171116,0,1,6,0
"Jackie Gordon",26,"Newport, Rhode Island","artist","Week 6",15,-71.3128285,41.4901024,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brad Womack","Emily Maynard",-84.3879824,33.7489954,38.1464750171116,892.693849744953,-12.1464750171116,0,1,7,0
"Alli Travis",24,"Columbus, Ohio","apparel merchant","Week 6",15,-82.9987942,39.9611755,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brad Womack","Emily Maynard",-84.3879824,33.7489954,38.1464750171116,436.508837716348,-14.1464750171116,0,1,8,0
"Lisa Morrisey",24,"Ottawa, Kansas","marketing coordinator","Week 5",15,-95.2686366,38.615768,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Brad Womack","Emily Maynard",-84.3879824,33.7489954,38.1464750171116,693.819763297486,-14.1464750171116,0,1,9,0
"Marissa May",26,"Mesa, Arizona","sports publicist","Week 5",15,-111.8314724,33.4151843,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brad Womack","Emily Maynard",-84.3879824,33.7489954,38.1464750171116,1576.92317127949,-12.1464750171116,0,1,10,0
"Ashley Spivey",26,"Ellerbe, North Carolina","nanny","Week 5",15,-79.7614395,35.0712608,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brad Womack","Emily Maynard",-84.3879824,33.7489954,38.1464750171116,279.380988371544,-12.1464750171116,0,1,11,0
"Lindsay Hill",25,"Plano, Texas","first grade teacher","Week 4",15,-96.6988856,33.0198431,"5",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"Brad Womack","Emily Maynard",-84.3879824,33.7489954,38.1464750171116,712.408461819486,-13.1464750171116,0,1,12,0
